Date,Year,Quarter,Month,Company,Industry,Region,Revenue,COGS,Operating Expenses,Gross Profit,Tax,Net Profit,Current Assets,Fixed Assets,Total Assets,Current Liabilities,Long-term Debt,Total Liabilities,Equity,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Net Cash Flow
20-09-2025,2025,Q3,September,Zenith Inc,Finance,North,523963,212895,95548,311068,43104,172416,365477,524597,890074,212460,144014,356474,533600,162686,-41916,-17877,102893
02-12-2024,2024,Q4,December,Alpha Corp,IT,East,541980,361697,59569,180283,24142,96572,246954,395658,642612,211878,125670,337548,305064,95097,-34678,35530,95949
25-11-2024,2024,Q4,November,Vertex Ltd,IT,South,553760,366796,70697,186964,23253,93014,137792,814372,952164,103092,143122,246214,705950,74330,-46073,-12165,16092
24-09-2025,2025,Q3,September,Zenith Inc,Finance,East,229464,136405,23703,93059,13871,55485,466238,480319,946557,59158,181446,240604,705953,51375,-28813,27065,49627
09-11-2024,2024,Q4,November,Vertex Ltd,Finance,North,832898,463105,166321,369793,40694,162778,148281,809927,958208,150839,225657,376496,581712,178871,-62557,-28088,88226
19-03-2025,2025,Q1,March,Vertex Ltd,Retail,South,452349,283111,77847,169238,18278,73113,138416,812446,950862,124782,243265,368047,582815,62230,-45868,69817,86179
01-05-2024,2024,Q2,May,Zenith Inc,IT,East,878918,398729,139741,480189,68089,272359,224482,504957,729439,154117,285359,439476,289963,286375,-45243,43913,285045
13-06-2025,2025,Q2,June,Nova Ltd,Finance,East,185495,87949,22647,97546,14979,59920,392458,316548,709006,159868,285306,445174,263832,45819,-14383,34197,65633
03-09-2025,2025,Q3,September,Alpha Corp,Retail,South,335194,226516,40761,108678,13583,54334,398917,228411,627328,229932,140575,370507,256821,58151,-46716,75392,86827
29-01-2025,2025,Q1,January,Nova Ltd,Retail,East,713569,377684,132280,335885,40721,162884,319050,345012,664062,94039,61803,155842,508220,163436,-68340,-6808,88288
28-01-2025,2025,Q1,January,Alpha Corp,Retail,East,562749,329711,76680,233038,31271,125087,201961,351660,553621,83486,268963,352449,201172,135380,-66032,-13719,55629
07-03-2024,2024,Q1,March,Prime Pvt,Retail,South,297002,125646,34164,171356,27438,109754,448420,877269,1325689,81484,181907,263391,1062298,115091,-76384,-34590,4117
03-08-2024,2024,Q3,August,Nova Ltd,Healthcare,East,323000,148104,51345,174896,24710,98841,135436,347112,482548,242906,206793,449699,32849,83906,-36906,-1610,45390
28-07-2025,2025,Q3,July,Alpha Corp,IT,North,625041,358193,75335,266848,38302,153211,460098,365532,825630,85856,241958,327814,497816,157174,-66598,55300,145876
19-03-2024,2024,Q1,March,Prime Pvt,Healthcare,East,978502,643048,139797,335454,39131,156526,489165,474755,963920,88208,133283,221491,742429,171202,-27739,-3886,139577
21-02-2024,2024,Q1,February,Zenith Inc,IT,South,189402,105944,23393,83458,12013,48052,222790,599181,821971,54726,166478,221204,600767,64915,-65752,42702,41865
01-11-2025,2025,Q4,November,Nova Ltd,Retail,South,159809,94080,25070,65729,8131,32528,228621,712830,941451,96053,222636,318689,622762,21639,-45483,1220,-22624
22-03-2024,2024,Q1,March,Nova Ltd,Healthcare,South,316189,172062,32248,144127,22375,89504,325895,223892,549787,133456,176827,310283,239504,73705,-98666,73014,48053
08-10-2025,2025,Q4,October,Vertex Ltd,Healthcare,West,958801,513641,149559,445160,59120,236481,465859,207589,673448,213172,87969,301141,372307,222007,-50015,-42910,129082
04-01-2025,2025,Q1,January,Vertex Ltd,Retail,East,896122,481257,108520,414865,61269,245076,315627,886999,1202626,154919,262556,417475,785151,253808,-94107,20064,179765
04-10-2025,2025,Q4,October,Prime Pvt,Retail,East,986770,464461,104159,522309,83630,334520,142099,663685,805784,103363,272788,376151,429633,348702,-67516,62036,343222
05-02-2025,2025,Q1,February,Prime Pvt,Retail,North,709612,374553,100984,335059,46815,187260,100225,608362,708587,109972,268970,378942,329645,206443,-33106,67066,240403
27-06-2024,2024,Q2,June,Prime Pvt,Healthcare,West,561874,281904,94348,279970,37124,148498,127545,650449,777994,193435,227126,420561,357433,135435,-34746,-13013,87676
07-02-2024,2024,Q1,February,Prime Pvt,Healthcare,North,629858,425337,116052,204521,17693,70776,442631,886418,1329049,130925,90370,221295,1107754,88659,-28880,-806,58973
28-11-2024,2024,Q4,November,Zenith Inc,Finance,West,914607,433059,154596,481548,65390,261562,176955,348624,525579,229384,157339,386723,138856,252591,-12877,-24530,215184
31-01-2025,2025,Q1,January,Zenith Inc,Retail,South,848170,473353,110640,374817,52835,211342,248901,716034,964935,182520,249913,432433,532502,207388,-74738,36200,168850
11-06-2024,2024,Q2,June,Vertex Ltd,Finance,West,903431,557968,180464,345463,32999,132000,100805,770309,871114,165312,77307,242619,628495,137887,-50231,33836,121492
30-12-2025,2025,Q4,December,Zenith Inc,Healthcare,East,122553,61125,13853,61428,9515,38060,229248,647059,876307,59255,51353,110608,765699,26737,-73566,6469,-40360
02-04-2025,2025,Q2,April,Vertex Ltd,Retail,North,515857,281876,96464,233981,27503,110014,364789,885660,1250449,138579,74838,213417,1037032,114228,-34929,39530,118829
19-05-2025,2025,Q2,May,Alpha Corp,IT,North,208949,131225,23848,77724,10775,43101,124826,661492,786318,99707,199836,299543,486775,51824,-73656,70320,48488
14-04-2025,2025,Q2,April,Zenith Inc,Finance,East,518901,317829,79463,201072,24321,97288,447962,224249,672211,184435,237717,422152,250059,77657,-18011,56212,115858
24-03-2024,2024,Q1,March,Vertex Ltd,IT,South,945399,625114,151136,320285,33829,135320,456022,505180,961202,139493,109909,249402,711800,130758,-37144,-45806,47808
26-08-2024,2024,Q3,August,Nova Ltd,Finance,East,580278,352979,71556,227299,31148,124595,449142,288594,737736,229862,235946,465808,271928,121313,-32418,7567,96462
29-10-2025,2025,Q4,October,Alpha Corp,IT,North,666643,277524,90960,389119,59631,238528,168720,864432,1033152,239590,210173,449763,583389,229251,-41285,34521,222487
05-11-2025,2025,Q4,November,Vertex Ltd,IT,East,299176,204079,44531,95097,10113,40453,342973,348454,691427,197560,168289,365849,325578,52300,-66762,-39811,-54273
20-04-2024,2024,Q2,April,Prime Pvt,Healthcare,East,160967,79382,19030,81585,12511,50044,435343,661555,1096898,210375,236744,447119,649779,31185,-71144,55629,15670
23-11-2025,2025,Q4,November,Vertex Ltd,Healthcare,North,577129,391589,74664,185540,22175,88701,296790,269249,566039,247828,173355,421183,144856,106183,-62359,-11006,32818
02-07-2025,2025,Q3,July,Vertex Ltd,Healthcare,South,935591,621825,143684,313766,34016,136066,402594,569471,972065,68120,295535,363655,608410,141554,-11952,-10121,119481
16-07-2024,2024,Q3,July,Zenith Inc,IT,West,103280,69677,15567,33603,3607,14429,456826,331381,788207,191825,254155,445980,342227,31410,-59179,1502,-26267
10-08-2024,2024,Q3,August,Vertex Ltd,Retail,North,917908,423902,105207,494006,77759,311040,387763,869543,1257306,125187,61186,186373,1070933,317507,-72263,-8464,236780
15-05-2024,2024,Q2,May,Prime Pvt,Healthcare,South,519680,308183,69284,211497,28442,113771,436359,428858,865217,196917,273354,470271,394946,103892,-53043,-35411,15438
19-01-2025,2025,Q1,January,Nova Ltd,IT,West,946913,591707,120690,355206,46903,187613,398124,843889,1242013,233723,234979,468702,773311,178696,-85373,22641,115964
24-03-2024,2024,Q1,March,Alpha Corp,Retail,West,787166,448133,136605,339033,40485,161943,281572,666471,948043,238647,139568,378215,569828,154067,-22995,64326,195398
18-07-2024,2024,Q3,July,Vertex Ltd,Healthcare,East,897559,545703,107582,351856,48854,195420,113331,875512,988843,205312,249072,454384,534459,198455,-42206,24938,181187
02-12-2025,2025,Q4,December,Zenith Inc,Retail,South,854975,390715,122842,464260,68283,273135,209653,290209,499862,162052,244946,406998,92864,291479,-32821,16145,274803
07-06-2025,2025,Q2,June,Alpha Corp,IT,West,454148,200449,47501,253699,41239,164959,455404,377442,832846,249545,202524,452069,380777,161136,-18717,11460,153879
12-07-2024,2024,Q3,July,Prime Pvt,Finance,South,137056,57868,26837,79188,10470,41881,285933,220128,506061,208576,56561,265137,240924,60258,-93053,6399,-26396
03-07-2025,2025,Q3,July,Zenith Inc,Retail,North,349790,145328,44267,204462,32039,128156,257199,879234,1136433,139944,216126,356070,780363,147456,-10628,10410,147238
16-04-2024,2024,Q2,April,Alpha Corp,IT,South,443384,247510,75173,195874,24140,96561,218100,806026,1024126,170174,118518,288692,735434,79310,-66850,31926,44386
18-03-2025,2025,Q1,March,Zenith Inc,Healthcare,North,856510,352096,101219,504414,80639,322556,218310,560457,778767,218982,55643,274625,504142,319482,-61581,-13939,243962
15-02-2025,2025,Q1,February,Nova Ltd,Retail,North,976262,530971,167866,445291,55485,221940,262823,280136,542959,160446,154908,315354,227605,215434,-19789,66229,261874
23-04-2025,2025,Q2,April,Nova Ltd,Healthcare,East,160698,90538,27699,70160,8492,33969,127717,633833,761550,140260,95130,235390,526160,45161,-80663,-895,-36397
04-03-2024,2024,Q1,March,Vertex Ltd,Healthcare,West,492271,298875,88236,193396,21032,84128,340305,416618,756923,100792,233656,334448,422475,70612,-28701,20079,61990
28-04-2025,2025,Q2,April,Zenith Inc,Healthcare,South,306023,162941,32379,143082,22140,88563,491104,664841,1155945,235897,273230,509127,646818,85889,-45297,-2420,38172
06-07-2024,2024,Q3,July,Zenith Inc,Finance,West,470920,319708,77584,151212,14725,58903,215397,617449,832846,50856,165186,216042,616804,48398,-14958,-46594,-13154
07-11-2024,2024,Q4,November,Alpha Corp,IT,North,579217,351143,86990,228074,28216,112868,325657,298229,623886,89005,66602,155607,468279,97333,-77394,-46860,-26921
22-02-2025,2025,Q1,February,Alpha Corp,Retail,South,133085,63099,17045,69986,10588,42353,234178,561112,795290,113241,57357,170598,624692,22792,-40761,74287,56318
10-09-2024,2024,Q3,September,Zenith Inc,Retail,East,520262,279693,99488,240569,28216,112865,307022,244794,551816,56519,277302,333821,217995,98659,-34995,68556,132220
20-02-2024,2024,Q1,February,Prime Pvt,IT,South,204126,114446,26773,89680,12581,50326,468439,592581,1061020,229914,270041,499955,561065,70044,-24444,66790,112390
12-03-2025,2025,Q1,March,Nova Ltd,IT,West,222673,140553,27572,82120,10909,43639,191670,486547,678217,68698,75225,143923,534294,56593,-21407,136,35322
08-06-2024,2024,Q2,June,Zenith Inc,IT,South,979182,398978,192664,580204,77508,310032,353489,213088,566577,204031,87112,291143,275434,297782,-98501,-6551,192730
21-05-2024,2024,Q2,May,Nova Ltd,Finance,East,588895,370946,86648,217949,26260,105041,292629,649301,941930,173912,288881,462793,479137,111212,-15775,67390,162827
10-06-2025,2025,Q2,June,Prime Pvt,Healthcare,East,630967,291304,68942,339663,54144,216577,453737,544167,997904,80295,76755,157050,840854,232893,-99541,66800,200152
27-03-2024,2024,Q1,March,Zenith Inc,Healthcare,West,950030,412560,151653,537470,77163,308654,458279,458229,916508,84874,87659,172533,743975,312598,-23049,29112,318661
25-09-2024,2024,Q3,September,Prime Pvt,Retail,West,773238,317278,128291,455960,65533,262136,444043,740791,1184834,220088,89539,309627,875207,277202,-62679,-28212,186311
08-12-2024,2024,Q4,December,Prime Pvt,Finance,East,853354,563864,99937,289490,37910,151643,234480,736559,971039,56079,109377,165456,805583,152572,-23712,-33008,95852
02-09-2025,2025,Q3,September,Alpha Corp,Retail,South,995529,485461,110667,510068,79880,319521,279095,839858,1118953,130614,285370,415984,702969,313839,-31077,44942,327704
20-11-2025,2025,Q4,November,Vertex Ltd,Healthcare,West,619811,252106,88265,367705,55888,223552,470543,371059,841602,101257,283780,385037,456565,241165,-48588,56331,248908
25-05-2025,2025,Q2,May,Prime Pvt,IT,East,364834,228382,45493,136452,18191,72768,365147,870019,1235166,236400,68504,304904,930262,57424,-22047,-40294,-4917
22-11-2025,2025,Q4,November,Alpha Corp,IT,South,422801,224296,83594,198505,22982,91929,107087,354675,461762,107326,186355,293681,168081,105901,-73300,-33649,-1048
16-06-2024,2024,Q2,June,Prime Pvt,Healthcare,North,903737,454519,167014,449218,56440,225764,491739,715191,1206930,159086,283193,442279,764651,213412,-78576,-28170,106666
17-10-2025,2025,Q4,October,Alpha Corp,Retail,West,400862,163084,60445,237778,35466,141867,273395,814586,1087981,111306,73795,185101,902880,152243,-50534,79304,181013
02-10-2025,2025,Q4,October,Zenith Inc,Retail,North,139974,96437,14903,43537,5726,22908,132676,491435,624111,157376,279134,436510,187601,13290,-68778,-33565,-89053
18-11-2024,2024,Q4,November,Alpha Corp,IT,West,233337,133955,25649,99382,14746,58987,413138,853233,1266371,173031,277909,450940,815431,73430,-47658,-16039,9733
05-09-2025,2025,Q3,September,Alpha Corp,Retail,East,530929,302343,73452,228586,31026,124108,142627,488261,630888,203464,134227,337691,293197,129353,-77641,6551,58263
02-11-2025,2025,Q4,November,Zenith Inc,Healthcare,North,923722,608486,131877,315236,36671,146688,167539,431568,599107,106135,255941,362076,237031,154363,-46238,-42417,65708
28-09-2025,2025,Q3,September,Vertex Ltd,IT,South,567832,237493,91281,330339,47811,191247,437721,449383,887104,138837,118873,257710,629394,202132,-93454,-39870,68808
14-06-2025,2025,Q2,June,Vertex Ltd,Finance,West,884081,479231,94961,404850,61977,247912,326096,405687,731783,86631,247295,333926,397857,245177,-98860,-44369,101948
21-01-2025,2025,Q1,January,Nova Ltd,Retail,East,347130,207876,67214,139254,14408,57632,458461,672677,1131138,181874,228904,410778,720360,77558,-90859,76519,63218
27-07-2024,2024,Q3,July,Vertex Ltd,Finance,East,900182,439233,106473,460949,70895,283581,286182,252254,538436,52825,75421,128246,410190,300090,-60735,-49269,190086
16-10-2025,2025,Q4,October,Vertex Ltd,IT,South,777555,527719,81009,249836,33765,135062,367791,887978,1255769,185344,283008,468352,787417,120493,-60165,6679,67007
27-09-2025,2025,Q3,September,Alpha Corp,IT,East,691856,450196,131140,241660,22104,88416,409425,810979,1220404,97204,116912,214116,1006288,81117,-17466,-23504,40147
11-10-2024,2024,Q4,October,Zenith Inc,Finance,West,913952,614907,115958,299045,36617,146470,107742,842826,950568,179287,149057,328344,622224,127552,-17396,54400,164556
08-03-2025,2025,Q1,March,Zenith Inc,Finance,North,179386,119349,35467,60037,4914,19656,445616,508927,954543,59141,158986,218127,736416,27305,-27672,-19411,-19778
22-02-2024,2024,Q1,February,Zenith Inc,Retail,South,794976,464944,137675,330032,38471,153886,430509,299135,729644,151708,257826,409534,320110,153161,-65516,143,87788
16-03-2024,2024,Q1,March,Prime Pvt,Finance,North,524729,231611,78856,293118,42852,171410,317363,709169,1026532,221419,157718,379137,647395,177548,-73223,20870,125195
06-02-2024,2024,Q1,February,Zenith Inc,IT,East,848804,389446,117306,459358,68410,273642,492617,719548,1212165,122268,207814,330082,882083,284672,-66019,37095,255748
30-10-2024,2024,Q4,October,Prime Pvt,Retail,East,851215,413695,119550,437520,63594,254376,392020,509370,901390,90711,237488,328199,573191,258829,-58127,-26033,174669
08-09-2024,2024,Q3,September,Vertex Ltd,IT,East,331815,183619,35043,148196,22630,90523,218804,596363,815167,239208,135861,375069,440098,94356,-84340,30521,40537
09-03-2025,2025,Q1,March,Alpha Corp,Healthcare,East,382333,193865,54269,188468,26839,107360,461692,258666,720358,245058,118073,363131,357227,122149,-70919,35587,86817
18-02-2025,2025,Q1,February,Vertex Ltd,Healthcare,South,947637,654905,102773,292732,37991,151968,408510,215887,624397,50990,167389,218379,406018,136018,-50623,48298,133693
20-08-2025,2025,Q3,August,Prime Pvt,IT,East,505021,328480,61942,176541,22919,91680,290317,777853,1068170,120002,110439,230441,837729,96552,-90347,69911,76116
15-04-2025,2025,Q2,April,Nova Ltd,Retail,East,792218,529680,128150,262538,26877,107511,183712,351201,534913,123771,156551,280322,254591,96855,-41470,32690,88075
09-06-2025,2025,Q2,June,Prime Pvt,Finance,West,894364,547401,134508,346963,42491,169964,470303,345290,815593,76451,231011,307462,508131,167261,-39970,29576,156867
14-07-2024,2024,Q3,July,Alpha Corp,IT,West,851616,471130,154843,380486,45128,180515,157999,873724,1031723,134288,166950,301238,730485,190485,-25321,47622,212786
12-03-2025,2025,Q1,March,Vertex Ltd,IT,North,171476,111015,20471,60461,7998,31992,222839,382922,605761,150582,203777,354359,251402,14488,-40929,55345,28904
22-09-2024,2024,Q3,September,Prime Pvt,Healthcare,South,686487,429633,108603,256854,29650,118601,467044,584087,1051131,199602,85192,284794,766337,102339,-20754,399,81984
11-02-2025,2025,Q1,February,Nova Ltd,Finance,West,122187,77740,14086,44447,6072,24289,120770,541940,662710,74936,193185,268121,394589,20784,-64239,23014,-20441
27-04-2024,2024,Q2,April,Zenith Inc,Retail,East,923701,423145,126703,500556,74770,299083,250831,303299,554130,190665,214570,405235,148895,285060,-65412,-26590,193058
11-06-2024,2024,Q2,June,Prime Pvt,IT,North,172032,116373,26779,55659,5776,23104,174477,256262,430739,135401,110227,245628,185111,37570,-27846,63192,72916
07-08-2024,2024,Q3,August,Zenith Inc,Retail,West,840020,563248,119134,276772,31527,126111,157165,207116,364281,217302,252421,469723,-105442,123369,-90530,-2993,29846
23-01-2025,2025,Q1,January,Zenith Inc,Healthcare,West,328102,174890,46273,153212,21387,85552,387297,778561,1165858,84230,140918,225148,940710,86778,-86823,-26594,-26639
24-11-2024,2024,Q4,November,Zenith Inc,Finance,North,899397,456697,171107,442700,54318,217275,386783,403601,790384,105057,174252,279309,511075,216078,-37997,1288,179369
13-02-2024,2024,Q1,February,Zenith Inc,Healthcare,South,453193,312120,56474,141073,16919,67680,396951,277520,674471,200339,143066,343405,331066,55311,-18666,-36367,278
02-11-2025,2025,Q4,November,Zenith Inc,Retail,South,588099,303620,66797,284479,43536,174146,309898,435793,745691,229383,221762,451145,294546,163870,-77855,11221,97236
23-11-2025,2025,Q4,November,Zenith Inc,Retail,South,171702,93321,23753,78381,10925,43703,419240,310042,729282,109127,229139,338266,391016,36027,-33385,70300,72942
30-05-2024,2024,Q2,May,Prime Pvt,Healthcare,South,582022,282417,75037,299605,44913,179655,112151,451801,563952,220209,243697,463906,100046,173963,-51673,68263,190553
13-07-2024,2024,Q3,July,Alpha Corp,IT,North,751618,483826,123954,267792,28767,115071,351952,817254,1169206,68371,163006,231377,937829,130495,-33990,-22854,73651
09-03-2024,2024,Q1,March,Zenith Inc,Retail,West,845880,353911,162854,491969,65823,263292,493311,756828,1250139,173037,242704,415741,834398,256304,-84649,65566,237221
